x    y
6.318359375 3.0
6.328125 3.0
6.337890625 3.0
6.34765625 3.0
6.357421875 3.0
6.3671875 3.0
6.376953125 3.0
6.38671875 1.0
6.396484375 1.0
6.40625 1.0
6.416015625 0.0
6.42578125 0.0
6.435546875 0.0
6.4453125 0.0
6.455078125 0.0
6.46484375 0.0
6.474609375 0.0
6.484375 3.0
6.494140625 5.0
6.50390625 5.0
6.513671875 5.0
6.5234375 5.0
6.533203125 5.0
6.54296875 5.0
6.552734375 5.0
6.5625 5.0
6.572265625 5.0
6.58203125 5.0
6.591796875 5.0
6.6015625 3.0
6.611328125 3.0
6.62109375 3.0
6.630859375 3.0
6.640625 3.0
6.650390625 3.0
6.66015625 3.0
6.669921875 3.0
6.6796875 3.0
6.689453125 3.0
6.69921875 3.0
6.708984375 3.0
6.71875 3.0
6.728515625 3.0
6.73828125 3.0
6.748046875 3.0
6.7578125 3.0
6.767578125 3.0
6.77734375 3.0
6.787109375 3.0
6.796875 1.0
6.806640625 1.0
6.81640625 1.0
6.826171875 1.0
6.8359375 1.0
6.845703125 1.0
6.85546875 4.0
6.865234375 4.0
6.875 4.0
6.884765625 4.0
6.89453125 4.0
6.904296875 4.0
6.9140625 3.0
6.923828125 3.0
6.93359375 1.0
6.943359375 1.0
6.953125 1.0
6.962890625 1.0
6.97265625 1.0
6.982421875 1.0
6.9921875 1.0
7.001953125 1.0
7.01171875 5.0
7.021484375 5.0
7.03125 5.0
7.041015625 5.0
7.05078125 4.0
7.060546875 4.0
7.0703125 4.0
7.080078125 4.0
7.08984375 3.0
7.099609375 3.0
7.109375 3.0
7.119140625 3.0
7.12890625 3.0
7.138671875 3.0
7.1484375 3.0
7.158203125 3.0
7.16796875 3.0
7.177734375 3.0
7.1875 5.0
7.197265625 5.0
7.20703125 5.0
7.216796875 5.0
7.2265625 5.0
7.236328125 5.0
7.24609375 5.0
7.255859375 1.0
7.265625 0.0
7.275390625 0.0
7.28515625 0.0
7.294921875 0.0
7.3046875 0.0
7.314453125 0.0
7.32421875 0.0
7.333984375 0.0
7.34375 5.0
7.353515625 5.0
7.36328125 5.0
7.373046875 5.0
7.3828125 5.0
7.392578125 5.0
7.40234375 5.0
7.412109375 5.0
7.421875 5.0
7.431640625 5.0
7.44140625 5.0
7.451171875 2.0
7.4609375 1.0
7.470703125 1.0
7.48046875 1.0
7.490234375 1.0
7.5 1.0
7.509765625 1.0
7.51953125 1.0
7.529296875 1.0
7.5390625 2.0
7.548828125 2.0
7.55859375 2.0
7.568359375 3.0
7.578125 3.0
7.587890625 3.0
7.59765625 3.0
7.607421875 3.0
7.6171875 3.0
7.626953125 3.0
7.63671875 3.0
7.646484375 3.0
7.65625 3.0
7.666015625 3.0
7.67578125 3.0
7.685546875 3.0
7.6953125 3.0
7.705078125 3.0
7.71484375 3.0
7.724609375 3.0
7.734375 3.0
7.744140625 3.0
7.75390625 3.0
7.763671875 3.0
7.7734375 3.0
7.783203125 2.0
7.79296875 2.0
7.802734375 2.0
7.8125 2.0
7.822265625 2.0
7.83203125 2.0
7.841796875 2.0
7.8515625 2.0
7.861328125 2.0
7.87109375 2.0
7.880859375 2.0
7.890625 2.0
7.900390625 2.0
7.91015625 2.0
7.919921875 2.0
7.9296875 2.0
7.939453125 3.0
7.94921875 2.0
7.958984375 2.0
7.96875 2.0
7.978515625 2.0
7.98828125 2.0
7.998046875 2.0
8.0078125 4.0
8.017578125 4.0
8.02734375 4.0
8.037109375 4.0
8.046875 4.0
8.056640625 4.0
8.06640625 0.0
8.076171875 0.0
8.0859375 4.0
8.095703125 5.0
8.10546875 5.0
8.115234375 5.0
8.125 5.0
8.134765625 4.0
8.14453125 4.0
8.154296875 3.0
8.1640625 3.0
8.173828125 3.0
8.18359375 3.0
8.193359375 3.0
8.203125 3.0
8.212890625 3.0
8.22265625 3.0
8.232421875 3.0
8.2421875 3.0
8.251953125 3.0
8.26171875 3.0
8.271484375 3.0
8.28125 3.0
8.291015625 3.0
8.30078125 3.0
8.310546875 3.0
8.3203125 3.0
8.330078125 3.0
8.33984375 3.0
8.349609375 0.0
8.359375 0.0
8.369140625 3.0
8.37890625 3.0
8.388671875 3.0
8.3984375 3.0
8.408203125 3.0
8.41796875 3.0
8.427734375 2.0
8.4375 2.0
8.447265625 2.0
8.45703125 2.0
8.466796875 3.0
8.4765625 3.0
8.486328125 3.0
8.49609375 3.0
8.505859375 3.0
8.515625 3.0
8.525390625 3.0
8.53515625 3.0
8.544921875 3.0
8.5546875 3.0
8.564453125 3.0
8.57421875 3.0
8.583984375 3.0
8.59375 3.0
8.603515625 2.0
8.61328125 2.0
8.623046875 2.0
8.6328125 2.0
8.642578125 2.0
8.65234375 2.0
8.662109375 2.0
8.671875 1.0
8.681640625 2.0
8.69140625 2.0
8.701171875 2.0
8.7109375 2.0
8.720703125 2.0
8.73046875 2.0
8.740234375 2.0
8.75 2.0
8.759765625 2.0
8.76953125 2.0
8.779296875 2.0
8.7890625 2.0
8.798828125 2.0
8.80859375 2.0
8.818359375 2.0
8.828125 2.0
8.837890625 2.0
8.84765625 2.0
8.857421875 2.0
8.8671875 2.0
8.876953125 1.0
8.88671875 1.0
8.896484375 1.0
8.90625 1.0
8.916015625 1.0
8.92578125 0.0
8.935546875 0.0
8.9453125 0.0
8.955078125 0.0
8.96484375 0.0
8.974609375 0.0
8.984375 0.0
8.994140625 0.0
9.00390625 0.0
9.013671875 0.0
9.0234375 0.0
9.033203125 0.0
9.04296875 0.0
9.052734375 0.0
9.0625 0.0
9.072265625 0.0
9.08203125 0.0
9.091796875 0.0
9.1015625 0.0
9.111328125 0.0
9.12109375 0.0
9.130859375 0.0
9.140625 0.0
9.150390625 0.0
9.16015625 0.0
9.169921875 0.0
9.1796875 0.0
9.189453125 0.0
9.19921875 0.0
9.208984375 0.0
9.21875 0.0
9.228515625 0.0
9.23828125 0.0
9.248046875 0.0
9.2578125 0.0
9.267578125 0.0
9.27734375 0.0
9.287109375 0.0
9.296875 0.0
9.306640625 0.0
9.31640625 0.0
9.326171875 0.0
9.3359375 0.0
9.345703125 0.0
9.35546875 0.0
9.365234375 0.0
9.375 0.0
9.384765625 0.0
9.39453125 0.0
9.404296875 0.0
9.4140625 0.0
9.423828125 0.0
9.43359375 0.0
9.443359375 0.0
9.453125 0.0
9.462890625 0.0
9.47265625 0.0
9.482421875 0.0
9.4921875 0.0
9.501953125 0.0
9.51171875 0.0
9.521484375 0.0
9.53125 0.0
9.541015625 0.0
9.55078125 0.0
9.560546875 0.0
9.5703125 0.0
9.580078125 0.0
9.58984375 0.0
9.599609375 0.0
9.609375 0.0
9.619140625 0.0
9.62890625 0.0
9.638671875 0.0
9.6484375 0.0
9.658203125 0.0
9.66796875 0.0
9.677734375 0.0
9.6875 0.0
9.697265625 0.0
9.70703125 0.0
9.716796875 0.0
9.7265625 0.0
9.736328125 0.0
9.74609375 0.0
9.755859375 0.0
9.765625 0.0
9.775390625 0.0
9.78515625 0.0
9.794921875 0.0
9.8046875 0.0
9.814453125 0.0
9.82421875 0.0
9.833984375 0.0
9.84375 0.0
9.853515625 0.0
9.86328125 0.0
9.873046875 0.0
9.8828125 0.0
9.892578125 0.0
9.90234375 0.0
9.912109375 0.0
9.921875 0.0
9.931640625 0.0
9.94140625 0.0
9.951171875 0.0
9.9609375 0.0
9.970703125 0.0
9.98046875 0.0
9.990234375 0.0
